Query Index,Best Example Combination,44,2,31_47,17_35_43,9_46_47,50,32_41,5_44,46_48,13_22,31_44,28_32_43,3_7_28,24,35_40_43,13_28_31,17,18,8_9_32,12_43
40,46_48,0.8006118401364033,0.8206213179194033,0.7714434639215625,0.8977612821906483,0.9219632686799407,0.8463762307802318,0.8446840838976544,0.8294463079192748,0.9417666661015791,0.8985051985727577,0.8452975408596997,0.7840175265739908,0.8319520146437447,0.7053841529050536,0.8641066190243918,0.8845700338546546,0.839083943150288,0.8143805427056082,0.8369673624438421,0.9058403709937924
41,32_41,0.6878965343094302,0.6396447368134743,0.7165951815434776,0.6082397424273809,0.6433204230253171,0.6800406932139046,0.7644701549058529,0.6873723706077642,0.5950283091640121,0.607536922826482,0.6824677372198127,0.7123600843278369,0.5684440833100554,0.6082412015424805,0.7158698846806945,0.622099881679224,0.6052768412507765,0.746202613720519,0.7149830560991418,0.6525194642954477
42,44,0.733169183525632,0.579348682060556,0.5318472297633431,0.7010846359492711,0.6249085664439322,0.6513403677463176,0.610477456666567,0.604379253463406,0.564899815218226,0.49987033586214497,0.6826900672693785,0.683429261427154,0.5368264664926157,0.653018025897916,0.5878680953893696,0.5790404312407001,0.6702311912828925,0.6040066988263275,0.7262919121637721,0.5543984195133888
43,31_44,0.44499909085000316,0.2816509289835745,0.5530901653405044,0.5058268018417493,0.3294823951128891,0.6876517822335185,0.365311214846965,0.5197865469085813,0.30357959417384667,0.664801063647623,0.7291292238920212,0.38642519887995974,0.5061866343548964,0.581318577439799,0.35350338848186347,0.3555450301755143,0.645679233923046,0.6842338857697982,0.4491314838611513,0.3173233463132504
44,46_48,0.8440328469648466,0.7756328184782416,0.7705534272017285,0.8063207857992807,0.7464188491982914,0.823556827205616,0.7900393024839412,0.7654093265365294,0.8447694560607324,0.807538016056846,0.7015366385584689,0.701145025672874,0.8229508834361468,0.8112859515510017,0.7981609913287261,0.7326239232872214,0.7129536932468288,0.7230520668537815,0.7445332642720276,0.7829861634204132
45,46_48,0.7976887364543759,0.8410950104066718,0.7688452284208642,0.9163624575711529,0.9223933113206473,0.8128843665767673,0.850413971538877,0.8402948249164219,0.9591384585396249,0.8921651209922553,0.8612697111539999,0.7804078288394817,0.8595427817144556,0.7052447143092884,0.859971788656627,0.903389166549312,0.8121484007945815,0.7391442712502092,0.8491812318038562,0.9354455206836916
46,35_40_43,0.7760809702626725,0.8039628507225438,0.6766818006222087,0.7656602925960423,0.6894667970930771,0.8030038904742862,0.7859817161725248,0.7616143729598482,0.7616978735401984,0.7169870410637758,0.7781109748038099,0.830580899054286,0.7757885551858802,0.7959878274221516,0.8701333635196639,0.7589990650000785,0.7552588120278211,0.846315915249,0.8248850224278023,0.7732078355705695
47,8_9_32,0.8438487984054258,0.7891807291113128,0.8443682787592784,0.8203706753447346,0.7987984470689068,0.8520632354430633,0.8106330872637795,0.8000452402299345,0.7598065731006727,0.7635026964734627,0.6280809425247212,0.6723993091980544,0.7240128387637925,0.8184129917867329,0.7370466401805498,0.7676583063266775,0.7671505056602307,0.8165586047600947,0.8584298937512708,0.7644798790875363
48,46_48,0.7797906515625058,0.8189616118774847,0.7773936018782162,0.9172854783742025,0.9233163508149465,0.80344210529924,0.8483250216053491,0.8417682743215288,0.9611337466425859,0.9001402730412702,0.8482895735422846,0.7734639110618872,0.8672557645928521,0.6694782139792991,0.8723258053133532,0.9079165967175983,0.8061761488727205,0.7356528188335351,0.8378183871405388,0.9329837844019225
49,44,0.8425623452068441,0.7257792662204419,0.706582484158336,0.7757522838057453,0.7514831563308705,0.7627043649560803,0.802707940504269,0.7341998481317897,0.8350416495503329,0.7608666520500932,0.7141417133874947,0.6535860308599913,0.8155592201891709,0.7479895037495081,0.787542944964439,0.6914387603835147,0.6860050922195601,0.636966487424269,0.7309292188775716,0.7486856058157028
50,17_35_43,0.3768181197559368,0.6934753446142684,0.6396627506942056,0.8237957673624258,0.5889494674438356,0.7326042448130697,0.5217759286040801,0.6839691853546785,0.6924927301782181,0.7843196970514169,0.6425246129976396,0.6002720646730673,0.6838831860302312,0.5807808920057673,0.619664531581475,0.6879913665792011,0.6540820461324413,0.7000250648892278,0.6931330566929622,0.6430806072962626
51,17_35_43,0.7351554169887958,0.72489687723802,0.7785350831070488,0.8453635356714774,0.7930322944556423,0.6679100363795427,0.6890360040109507,0.7346034711661694,0.7752926390020783,0.8312784953291128,0.8103800681725157,0.6428506646606782,0.6913362599191424,0.6817454075378429,0.7246858297587927,0.6970292673932657,0.7369222483982781,0.6775183019251753,0.7118197459986116,0.7064346759141077
52,24,0.7440274676224604,0.6706918920574564,0.8013620224300941,0.5710612323695703,0.7752578311108118,0.589488378233193,0.7896523434999909,0.6626239951386672,0.4878414330129175,0.7417721324118297,0.7255219864963312,0.686588812109184,0.6913715645193552,0.8055369254958724,0.7119031239914162,0.7541636283918183,0.5654063848414238,0.7874705271667968,0.6520969956056929,0.7935081282055427
53,32_41,0.7573471031422055,0.6843288433448408,0.7252719683416824,0.6749675846369021,0.7160755050549515,0.6893262631324458,0.878586078065874,0.7226769594609428,0.7417210101499241,0.3738454335731859,0.5756386638147764,0.783289186000091,0.5645367123180295,0.5747324274621075,0.563460469563807,0.3784738085760674,0.5865887388593242,0.5835236527863126,0.6966868422955251,0.653328677019809
54,35_40_43,0.3900629227411213,0.27982895021668136,0.738973830047231,0.8194611837457385,0.4041293788867546,0.38306414662431904,0.40210538428466797,0.4043596623657705,0.8184712002644465,0.7846781030189173,0.5192122570405934,0.2899271545839002,0.7558826548117183,0.2743863230979317,0.8365952560319724,0.7474936876121377,0.39173572858501604,0.4496420665603687,0.415416383503813,0.5669354924370978
55,17_35_43,0.39895514910636526,0.5605287077501652,0.40997781193778327,0.7305857396104067,0.344344593596142,0.5030567850586279,0.4163623340147927,0.4863124134224489,0.2772781620873312,0.47207385579528915,0.5589125403811177,0.6070988375811674,0.3761048668916669,0.4450019681100737,0.5271179099419866,0.5791268711852154,0.45831526875457607,0.6687077883638939,0.610345107867801,0.46761578219867567
56,44,0.7563236757411821,0.6237646342635053,0.543837032430815,0.7172326136983337,0.6127871340041954,0.6587609735866383,0.6498127015216199,0.6201873327487868,0.6088389822119332,0.5522158438487648,0.6956614861725579,0.684768553921619,0.6049190025255792,0.6748195661110759,0.5887583630404581,0.593723541685967,0.6964882061585805,0.6300083717764047,0.7150874706316273,0.5888052760003653
57,24,0.8347949426991078,0.8246702023881877,0.7349826046478752,0.8147363934194183,0.7539996648079267,0.8495382016475233,0.7977805607046876,0.8208247949007442,0.8498939166329451,0.8516388940213979,0.7192368365344282,0.7345856938428033,0.8549522056163211,0.8736612760825299,0.8053595961339,0.7899509616609671,0.7489354573822289,0.7959771078569139,0.7760644870192028,0.8003827070913339
58,9_46_47,0.859042049820943,0.6665230782567777,0.6129569302245086,0.6624586888911481,0.874462382235877,0.40962340681184334,0.6305147258263493,0.7808822106588887,0.46462901664961775,0.8372247805621956,0.8509157052261573,0.7889426875071729,0.5704027337232088,0.8341475273486114,0.6802872464463204,0.7394546046719328,0.8510885495201604,0.7138204202175965,0.6923474807693907,0.5764611830554481
59,44,0.8289528997897175,0.38713972319219275,0.42696701859290476,0.4170802260806711,0.827682455944054,0.49542490145797685,0.3390726242364379,0.2430926140867038,0.30948900874580454,0.2879162965581893,0.441919424136552,0.5668641990506039,0.5960027281509008,0.1769373420256194,0.6869193232167979,0.3891247008215951,0.44925278370051547,0.6568306877953635,0.6392763086477858,0.4224175277831291
60,24,0.6405479931375525,0.5387281796292237,0.5476749616040327,0.5913576018033146,0.4948023107368151,0.5542419249098457,0.4871741296392086,0.5234362899904372,0.4271761366578096,0.5434244728704546,0.5124505355184452,0.4807977706966263,0.623513218753637,0.6479977425143949,0.47002118543094246,0.628127347690588,0.5395915445853873,0.5952223667803903,0.6231108526523852,0.474811626323139
61,50,0.8861372821440654,0.8387788843191007,0.5715768796546374,0.9020043868581412,0.7860791140211276,0.9303830281827712,0.7354301896534684,0.7255146231290139,0.8616601093035204,0.6799762772874033,0.7440999451331229,0.8024529765803857,0.8195120732336738,0.8164979045071077,0.8391767765377733,0.7938023629479836,0.7398281006174617,0.8601121752081969,0.8473888881950525,0.8392507816136947
62,17_35_43,0.7639000871925399,0.7935525437500539,0.44472327900742614,0.8540986448728384,0.7038271004218393,0.5042620576852502,0.7930611879157162,0.7075394477248499,0.7174438926293337,0.7132329479232786,0.8358209366035199,0.7302204546876938,0.6585098000892857,0.7280781762925366,0.7660778950440711,0.708147608662521,0.6611047786551554,0.6731638405348068,0.8113529085255937,0.6869652074902967
63,5_44,0.4464786482242469,0.21944725297938328,0.37883247775961965,0.375131906946065,0.24968190799768158,0.47093208591222985,0.23818411416686816,0.5213127302910481,0.20679474744224866,0.25494976171020367,0.37495867395413346,0.3813967736631217,0.4662541879499345,0.43217670444125417,0.1606859621730316,0.4542119378081074,0.4613827206620778,0.3708231699975008,0.4001188795890334,0.20567088907206152
64,9_46_47,0.7892602570666859,0.905792907764931,0.784963596571726,0.8241097155420747,0.9267430956135161,0.7842987614566802,0.7540087234115004,0.7351693582207827,0.8539171564861354,0.8651238249635275,0.9082234946929053,0.7489215872272,0.7429945109434185,0.7392091723314587,0.8226791535919611,0.7405008015038761,0.8100681072138395,0.8015077045320421,0.7707620493219517,0.8563108974522177
65,32_41,0.6245161221190091,0.5041203443282554,0.5709350286505042,0.42741973987633824,0.38028963596284465,0.6054729729651334,0.6787519777671178,0.5872442042329343,0.5333495517421172,0.25604067599152336,0.4673287309005719,0.5782023099822622,0.5548118527947893,0.4984942490863284,0.5003513056680883,0.2667384749080789,0.4331315918590317,0.5637974632671059,0.674600221069628,0.3874374926090894
66,35_40_43,0.834539801497791,0.8594373297408103,0.7870963161855024,0.8069755877777484,0.828347151149674,0.8245915768905687,0.8469126147053393,0.7848679954815373,0.8185672482019739,0.8090219933141616,0.7973702319328989,0.8683440908282967,0.8462242572293501,0.8269296425576611,0.8914887337603931,0.8021874893225748,0.793919511110846,0.880693210747439,0.8093322974312003,0.8340847842075348
67,24,0.8389161555730795,0.8250850878559419,0.7356149096013946,0.8190838076675004,0.7615363515291893,0.841631726029951,0.7996254829665833,0.8188716916389572,0.8455055209902389,0.8437765438761995,0.7320878547321705,0.7461226554855894,0.8399100812275964,0.8886751974384981,0.8088640171589747,0.7916465516632493,0.7589130654946272,0.8055155289745283,0.7864010099307582,0.7965023262090583
68,32_41,0.6528788471738982,0.5706026492184103,0.5843305088723258,0.43727687072380444,0.44164164667520894,0.6084999373076245,0.7160472959559966,0.6484916488675101,0.5563539289349864,0.29665573130260325,0.48587453961076016,0.6322291324244775,0.551469165544614,0.5023432667696868,0.5910616642884946,0.3199588060952032,0.49066190637275714,0.5500465213560525,0.6919447168047375,0.4214074033037891
69,13_22,0.5983381499764038,0.18603236394683556,0.7004885483065364,0.5845390234503083,0.7438154495584511,0.5203641743183832,0.28770135915018175,0.31726623633262674,0.2896734372599478,0.7751016335309105,0.7313515626149857,0.25820279309601063,0.44886748190014264,0.17265881128475793,0.6514334857402773,0.3317858248838083,0.5158666562356816,0.6852788426825118,0.3459308402721453,0.5767690632555793
70,9_46_47,0.8653430884648801,0.6760262702899275,0.6178204787857591,0.6661109378337068,0.8790829310448394,0.4282870610472946,0.6490961509431173,0.7849349482859301,0.4704832137041507,0.8387575118866075,0.8557969039438059,0.7979783485114326,0.5819386143524224,0.8365767145691191,0.6857701518404191,0.7453043436330175,0.8550671841685301,0.720543323663615,0.701905458135519,0.5915881361812889
71,17,0.8280733028202589,0.693180785139079,0.7061845978195208,0.7398875139430593,0.6640689711749835,0.6275702857463168,0.7356563535092832,0.6898734181272409,0.7040918026604069,0.6963766853008126,0.717210176203807,0.7182719271763048,0.6366792524334568,0.8043937267262931,0.8245740660287286,0.7795539836880856,0.8368833300603802,0.8300644527362325,0.7363205600129383,0.7030684982955755
72,31_47,0.5751400672208969,0.5305255507877226,0.6560094545827704,0.5770909218829617,0.39376724867873064,0.35961643938280985,0.4173997480469188,0.426028384157796,0.5668581111704357,0.393506723025629,0.5905799167253553,0.36328975578633693,0.6085574102235006,0.5947920976440392,0.39154711893335375,0.354815482297738,0.32826487115540903,0.5758258011651897,0.5516284674242061,0.5565236742575385
73,50,0.7725240665820848,0.667888018515603,0.4364547124808063,0.8132215718664366,0.7099885629529605,0.8230712096574946,0.632684796271964,0.7525509513194553,0.7449185102864688,0.6841767149916749,0.8204970911288412,0.7741120858406286,0.5602849444286222,0.8130635058617018,0.7564630463125609,0.7452921632537354,0.7606879736799703,0.7417923462142976,0.7179587918727435,0.6940769796968018
